"X1";"name";"recipe"
363;"Omlet z warzywami";"1. Paprykę pokrój w drobną kostkę, a szczypiorek posiekaj.
2. Jaja wymieszaj z przyprawami, mąką, płatkami i warzywami.
3. Wlej masę na rozgrzany tłuszcz na patelni i smaż z dwóch stron."
364;"Zielony omlet";"1. Jaja rozbij, zblenduj ze szpinakiem i przyprawami. 
2. Wylej masę jajeczną na rozgrzany olej.
3. Posyp szczypiorkiem i przykryj pokrywką.
4. Przewróć omlet na drugą stronę.
5. Usmażony omlet udekoruj plastrami pomidora."
365;"Grzanki z pomidorem";"1. Chleb posmaruj masłem, posyp ziołami i nałóż na niego plaster pomidora.
2. Piecz w piekarniku chwilę, aż chleb będzie chrupki. Możesz pominąć pieczenie i zjeść jako kanapki."
366;"Szaszłyki z kurczaka z ryżem";"1. Ryż ugotuj według przepisu na opakowaniu.
2. Kurczaka pokrój w grubszą kostkę i przypraw. 
3. Bakłażana pokrój w półplastry, pieczarki przekrój na pół, paprykę i cebulę pokrój w grubą kostkę.
4. Nadziewaj na patyczki do szaszłyków.
5. Piecz w piekarniku rozgrzanym do 190°C przez około 35 minut.
6. Szaszłyki podawaj z ryżem."
367;"Koreczki z mozzarellą";"1. Mozzarellę pokrój w kostkę.
2. Nadziewaj na wykałaczkę ser i pomidorka."
368;"Sałatka makaronowa z szynką";"1. Makaron przygotuj według przepisu na opakowaniu. Dodaj przyprawy i resztę pokrojonych w kostkę składników.
2. Wszystkie składniki wymieszaj i skrop oliwą."
369;"Jaglanka z daktylami";"1. Kaszę ugotuj według przepisu na opakowaniu z pokrojonymi daktylami i żurawiną. 
2. Wymieszaj z przyprawami, masłem i miodem.  
3. Posyp nasionami."
370;"Koktajl truskawkowo-bananowy";"1. Składniki zblenduj z dodatkiem mleka roślinnego."
371;"Kotlety mielone z warzywami";"1. Mięso zmiel w maszynce, dodaj przyprawy, jajko i wymieszaj. 
2. Ogórka zetrzyj na tarce, paprykę pokrój w kostkę, szczypiorek posiekaj, dodaj do mięsa i wymieszaj.
3. Z mięsa formuj kotlety i piecz w piekarniku w 190°C przez około 30 minut. 
4. Kotlety skrop oliwą, podawaj z kaszą."
372;"Zupa z awokado i pomidorków";"1. Wszystkie składniki obierz, pokrój i zblenduj.
2. Gotuj przez około 15 minut."
373;"Placuszki owsiane";"1. Wszystkie składniki zblenduj, formuj placuszki i smaż na rozgrzanym oleju."
374;"Kokosowy pudding ryżowy z ananasem";"1. Ugotuj ryż na gęsto na wodzie.
2. Ananasa pokrój w kostkę.
3. Dodaj ananasa i mleczko do ugotowanego ryżu, wymieszaj."
375;"Dorsz z warzywami gotowany na parze";"1. Dorsza przypraw.
2. Brokuła i kalafior podziel na różyczki.
3. Ziemniaki pokrój w plastry.
4. Wszystkie składniki ugotuj na parze.
5. Wyłóż na talerz, skrop oliwą."
376;"Kanapka z masłem orzechowym";"1. Posmaruj chleb masłem orzechowym."
377;"Kakaowy budyń z kaszy jaglanej";"1. Kaszę ugotuj na mleku kokosowym z dodatkiem daktyli.
2. Do gotowej kaszy dodaj sok z aronii, kakao i chilli i zblenduj.
3. Wyłóż na miseczkę, oprósz solą."
378;"Koktajl jabłkowo-kokosowy";"1. Jabłko obierz i pokrój na kawałki.
2. Zblenduj namoczone płatki, jabłko i wiórki z dodatkiem mleka kokosowego."
379;"Stek z tuńczyka";"1. Rybę skrop sokiem z cytryny, oprósz przyprawami i usmaż z obu stron na rozgrzanym oleju.
2. Podaj rybę z warzywami."
380;"Warzywa gotowane";"1. Ugotuj warzywa, oprósz solą.
2. Przełóż na talerz, skrop oliwą i posyp sezamem."
381;"Nasiona i amarantus z miodem";"1. Słonecznik, amarantus i len wymieszaj w miseczce i polej płynnym miodem."
382;"Kanapki z tuńczykiem i pomidorem";"1. Rybę skrop sokiem z cytryny, oprósz przyprawami i usmaż z obu stron na rozgrzanym oleju.
2. Połóż plastry ryby i pomidora na pieczywo."
383;"Jajecznica z pomidorem i słonecznikiem";"1. Na patelni rozpuść masło.
2. Dodaj pokrojoną w kostkę cebulę i pomidora, podsmaż chwilę.
3. Wbij jajka i białko i delikatnie wymieszaj.
4. Dodaj sól, pieprz, tymianek i musztardę i smaż jeszcze przez chwilę.
5. Dodaj słonecznik, wymieszaj i przełóż jajecznicę na talerz."
384;"Koktajl solony karmel";"1. Daktyle zalej wrzątkiem i odstaw na 10 minut.
2. Zblenduj zmrożonego banana z pozostałymi składnikami."
385;"Wołowina w sosie pieczarkowym";"1. Mięso pokrój w kostkę i podsmaż na rozgrzanym oleju z dodatkiem ziela angielskiego i liści laurowych.
2. Posiekaj cebulę i czosnek, dodaj do mięsa.
3. Po 15 minutach dodaj pokrojone w plasterki pieczarki oraz sól, pieprz, lubczyk i tymianek.
5. Wymieszaj mąkę z niewielką ilością zimnej wody i odstaw.
4. Duś całość pod przykryciem aż mięso zmięknie, pod koniec duszenia wlej zawiesinę z mąki, dokładnie wymieszaj i gotuj jeszcze chwilę.
5. Podaj z ryżem."
386;"Słodki mus z buraka";"1. Ugotowanego buraka pokrój na mniejsze kawałki i zblenduj z pozostałymi składnikami na gładki mus."
387;"Kasza gryczana z burakiem i natką";"1. Kaszę ugotuj według przepisu na opakowaniu.
2. Cebulę posiekaj i podduś na patelni w niewielkiej ilości wody.
3. Zetrzyj buraka na tarce i posiekaj natkę.
4. Wymieszaj kaszę z cebulą, burakiem, natką i słonecznikiem. 
5. Dopraw solą, chilli i octem balsamicznym."
388;"Kanapki z pastą z awokado";"1. Pokrój drobno suszone pomidory i czosnek.
2. Zblenduj awokado z pozostałymi składnikami.
3. Pastą posmaruj pieczywo."
389;"Owsianka z bananem i kokosem";"1. Namoczone płatki wymieszaj z plasterkami banana, wiórkami i cynamonem."
390;"Ryba w pomidorach";"1. Rozgrzej masło na patelni i dodaj posiekaną cebulę.
2. Dodaj pomidory, rybę i przyprawy i duś pod przykryciem 10-15 minut.
3. Posyp słonecznikiem.
4. Podaj z kaszą."
391;"Kasza gryczana";"1. Ugotuj kaszę według przepisu na opakowaniu."
392;"Sałatka z pomidorem i awokado";"1. Awokado pokrój w kostkę i skrop odrobiną soku z cytryny, pomidora pokrój w kostkę.
2. Wyłóż na talerz roszponkę, ułóż awokado i pomidora.
3. Wymieszaj sok z cytryny z miodem i kurkumą i polej sałatkę."
393;"Stek wołowy na roszponce";"1. Mięso wrzuć na rozgrzany na patelni tłuszcz i obsmaż po kilka minut z każdej stron. Posyp solą i pieprzem.
2. Pokrój pomidory i ogórka. 
3. Wyłóż na talerz roszponkę, na niej ułóż stek, połóż dookoła pomidory i ogórka."
394;"Pieczone jajka sadzone z warzywami i boczkiem";"1. Pieczarki obierz i pokrój w plasterki, pomidorki przekrój na połówki. 
2. Boczek pokrój w kostkę.
3. Naczynie  żaroodporne posmaruj masłem. 
4. Ułóż szpinak, pomidorki i pieczarki. 
5. Wbij jajka, oprósz solą, pieprzem i posyp boczkiem. 
6. Piecz w temperaturze 180°C przez 6-7 minut."
395;"Woda z cytryną";"1. Skórkę cytryny dobrze wyszoruj lub cytrynę obierz ze skórki.
2. Pokrój cytrynę w plastry.
3. Wlej wodę mineralną i dodaj plastry cytryny."
396;"Koktajl pomarańczowy";"1. Owoce obierz.
2. Zblenduj wszystkie składniki."
397;"Ryba z pieczarkami i szpinakiem";"1. Rybę skrop sokiem z cytryny, oprósz solą, pieprzem i posmaruj musztardą. 
2. Pieczarki obierz i pokrój w plasterki. 
3. Szpinak porwij na mniejsze kawałki, czosnek posiekaj. 
4. Na patelni podsmaż czosnek, dodaj szpinak i duś przez chwilę. 
5. Przełóż szpinak do naczynia żaroodpornego, dodaj pieczarki i rybę. 
6. Piecz w temperaturze 180°C przez około 25 minut."
398;"Ryż po meksykańsku";"1. Cebulę, papryczkę i czosnek drobno posiekaj i smaż na patelni przez około 2 minuty. 
2. Dodaj surowy ryż i smaż przez 3-4 minuty. 
3. Dodaj wodę, pomidory, przyprawy i gotuj pod przykryciem przez około 25 minut."
399;"Kakaowa jaglanka z pomarańczą";"1. Kaszę ugotuj według przepisu na opakowaniu. 
2. Pomarańczę pokrój w kostkę, imbir zetrzyj na tarce. 
3. Połącz wszystkie składniki."
400;"Smoothie bananowe";"1. Banana obierz.
2. Zblenduj wszystkie składniki."
401;"Roladki drobiowe w boczku";"1. Mięso lekko rozbij, oprósz solą i pieprzem. 
2. Pieczarki obierz i podsmaż z cebulą.  
3. Pietruszkę posiekaj. 
4. Na mięsie ułóż pieczarki z cebulą i pietruszkę. 
5. Zwiń roladkę i obłóż boczkiem. W razie potrzeby zepnij wykałaczką. 
6. Piecz w temperaturze 180°C przez około 20 minut."
402;"Puree z batatów";"1. Bataty obierz i gotuj w osolonej wodzie do miękkości przez około 15-20 minut. 
2. Dodaj pozostałe składniki i rozgnieć lub zblenduj na gładkie puree."
403;"Pomidorki";"1. Pomidorki przekrój na połówki, pietruszkę posiekaj. 
2. Połącz wszystkie składniki."
404;"Jogurt kokosowo-migdałowy";"1. Jogurt wymieszaj z dodatkami."
405;"Pasta ze słonecznika";"1. Słonecznik zalej wodą i odstaw na minimum godzinę. 
2. Zblenduj wszystkie składniki na gładką pastę."
406;"Gryczanka z malinami";"1. Kaszę ugotuj na mleku według przepisu na opakowaniu. 
2. Połącz z pozostałymi składnikami."
407;"Zapiekanka z soczewicy i batatów";"1. Bataty obierz, pokrój w plastry i piecz w temperaturze 190°C przez około 30 minut. 
2. Soczewicę ugotuj według przepisu na opakowaniu. 
3. Pieczarki obierz, pokrój w plastry i podsmaż z cebulą. 
4. Zblenduj soczewicę, pieczarki, cebuię z dodatkiem pomidorów i przypraw.
5. Na dnie naczynia żaroodpornego ułóż połowę plastrów batatów. 
6. Na wierzchu ułóż pomidorową masę i przykryj pozostałą częścią batatów. 
7. Piecz w temperaturze 180°C przez około 15 minut."
408;"Kokosowy pudding gryczany";"1. Kaszę ugotuj na mleku według przepisu na opakowaniu. 
2. Zblenduj wszystkie składniki."
409;"Pikantny omlet z pomidorami";"1. Cebulę pokrój w kostkę i podsmaż. 
2. Dodaj szpinak, pokrojoną w kostkę papryczkę i smaż przez chwilę. 
3. Pomidorki przekrój na połówki. 
4. Jajka wymieszaj z przyprawami i wlej na patelnię. 
5. Dodaj pomidorki i smaż omlet z dwóch stron."
410;"Makaron z marchwi w jajku";"1. Marchew obierz i pokrój na makaron.
2. Boczek pokrój w drobna kostkę i podsmaż.
3. Dodaj makaron z cukinii i podsmaż chwilę do zmięknięcia.
4. Jaja wymieszaj z przyprawami i wlej na patelnię.
5. Smaż do ścięcia białka. 
6. Podawaj z posiekanym szczypiorkiem."
411;"Koktajl na odporność";"1. Buraka, marchew i mango pokrój w mniejsze kawałki.
2. Wszystkie składniki zblenduj z dodatkiem wody."
412;"Polędwiczka pieczona w cebuli i pieczarkach";"1. Polędwiczkę przypraw i ułóż w naczyniu żaroodpornym.
2. Cebulę pokrój w piórka, a pieczarki w plasterki.
3. Obłóż polędwiczkę cebulą i pieczarkami.
4. Piecz pod przykryciem w rozgrzanym piekarniku do 180°C przez około 30 minut."
413;"Buraki pieczone";"1. Buraka pokrój w plastry, oprósz przyprawami i piecz w piekarniku około 30 minut w 180°C.
2. Przed podaniem skrop octem jabłkowym."
414;"Sałatka z komosy z cukinią";"1. Przed ugotowaniem przepłucz komosę 1-2 razy pod bieżącą zimną wodą.
2. Komosę ugotuj według przepisu na opakowaniu. 
3. Cukinię pokrój w plastry, przypraw i grilluj z dwóch stron.
4. Wszystkie składniki wymieszaj z oliwą i musztardą."
415;"Zimowa owsianka z pomarańczą";"1. Płatki ugotuj na mleku z przyprawami, startym imbirem i cukrem kokosowym.
2. Pomarańczę pokrój w kostkę.
3. Owsiankę podawaj z pomarańczą i posiekanymi orzechami."
416;"Kulki o smaku orzechowo-sezamowym";"1. Daktyle zalej wrzątkiem na ok 15 minut. 
2. Do robota kuchennego wrzuć następujące składniki: daktyle (zblenduj na wolnych obrotach), następnie orzechy – ponownie zblenduj i na koniec dodaj pozostałe składniki, zblenduj. 
3. Sprawdź czy masa zaczyna się sklejać, po czym delikatnie dolewaj wrzątku mieszając, tak aby była jeszcze bardziej kleista.
4. Uformuj kulki, możesz obtoczyć w lio shake i schowaj do zamrażalki na ok 1 godziny.
5. Później przechowuj kulki w lodówce."
417;"Gulasz z indyka";"1. Indyka pokrój w kostkę i podsmaż na patelni.
2. Paprykę pokrój w kostkę, a cebulkę w piórka. 
3. Cebulkę i paprykę dodaj do kurczaka.
5. Zalej pomidorami w sosie własnym.
6. Dodaj przyprawy i duś razem 15 minut."
418;"Zupa krem z batata i pomidorów";"1. Bataty obierz i pokrój w kostkę.
2. Włoszczyznę i bataty gotuj w wodzie na wolnym ogniu, do momentu, aż będą miękkie.
3. W tym samym czasie na maśle klarowanym zeszklij cebulę i czosnek.
4. Dodaj pomidory oraz cebulę i czosnek do garnka, zblenduj i przypraw solą oraz pieprzem. 
5. Podawaj z posiekaną natką pietruszki."
419;"Sałatka z grillowaną kaczką";"1. Filet z kaczki przypraw, ponacinaj i grilluj z dwóch stron.
2. Cebulkę pokrój w piórka, pomidorki i oliwki przekrój na pół.
3. Na talerzu układaj warzywa i skrop je oliwą.
4. Na wierzch sałatki wyłóż pierś z kaczki pokrojoną w plastry."
420;"Omlet z płatkami owsianymi";"1. Jaja wymieszaj z pozostałymi składnikami (oprócz kiwi i oleju).
2. Masę jajeczną wylej na rozgrzany olej na patelni.
3. Smaż z dwóch stron na złoty kolor.
4. Podawaj z plasterkami kiwi."
421;"Grillowany łosoś";"1. Łososia przypraw i grilluj na patelni z dwóch stron."
422;"Warzywa duszone";"1. Warzywa pokrój, przypraw i podsmaż na maśle na patelni, a następnie podlej wodą i duś do miękkości."
423;"Risotto pieczarkowe";"1. Posiekaj cebulę i zeszklij na rozgrzanym maśle.
2. Zmniejsz ogień i wsyp ryż, podsmaż chwilę, cały czas mieszając.
3. Podlej wodą i gotuj, aż ryż wchłonie. Następnie dodaj kurkumę i jeszcze trochę wody.
4. Po 10 minutach dodaj pieczarki pokrojone w plasterki, dopraw solą i pieprzem.
5. Duś aż pieczarki i ryż będą miękkie, dodając wody w razie potrzeby. 
5. Na talerzu posyp płatkami migdałowymi."
424;"Owsianka z karmelizowanym bananem";"1. Płatki ugotuj na mleku roślinnym z dodatkiem nasion chia. 
2. Na patelni rozgrzej olej kokosowy, dodaj cukier, wyłóż na patelnie banana pokrojonego w plasterki. 
3. Karmelizuj banana po 3 minuty z każdej strony. 
4. Następnie przełóż banana do owsianki poprósz jeszcze odrobiną cukru koksowego i startą czekoladą."
425;"Czekoladowy krem z bakaliami";"1. Orzechy i rodzynki zalej wrzątkiem i odstaw na 15 minut.
2. Wszystkie składniki zblenduj"
426;"Indyk na marchewkowym puree";"1. Mięso przypraw i przełóż do naczynia żaroodpornego.
2. Marchew i ziemniaki ugotuj.
3. Mięso piecz pod przykryciem w piekarniku rozgrzanym do 180°C.
4. Marchew i ziemniaki zblenduj z dodatkiem soli i masła."
427;"Jogurt z migdałami";NA
428;"Tosty z mozzarellą";NA
429;"Sałatka z awokado i orzechami";"1. Sałatę podziel na mniejsze kawałki.
2. Awokado pokrój w plastry, a pomidory suszone w kostkę.
3. Sałatę, awokado i pomidory ułóż na talerzu, oprósz przyprawami, skrop oliwą i posyp posiekanymi orzechami."
430;"Zielony koktajl";"1. Wszystkie składniki zblenduj."
431;"Dorsz z jarmużem";"1. Dorsza oczyść, opłucz, posól i wstaw na godzinę do lodówki.
2. Następnie piecz go 25 minut w 180°C.  
3. W międzyczasie pokrój boczniaki i jarmuż i podsmaż na maśle klarowanym. 
4. Dolej wody i duś do miękkości z przyprawami. 
5. Podawaj wraz z upieczonym dorszem, a na koniec posyp pestkami dyni."
432;"Komosa ryżowa z pieczonymi burakami i fetą";"1. Przed ugotowaniem przepłucz komosę 1-2 razy pod bieżącą zimną wodą.
2. Komosę ugotuj według przepisu na opakowaniu.
3. Buraka pokrój w cienkie plastry, ułóż na blaszce i oprósz solą i pieprzem.
4. Piecz pod przykryciem w piekarniku rozgrzanym do 180°C przez około 30 minut.
5. Komosę podawaj z burakami, pokruszoną fetą i posiekaną natką."
433;"Pudding jaglany z gruszkami pod musem czekoladowym";"1.Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj na mleku, a następnie zblenduj. 
3. Banana zblenduj z awokado i kakao.
3. Do przezroczystego naczynia wykładaj: zblendowaną kaszę, pokrojoną w plastry gruszkę, cynamon i na koniec mus czekoladowy."
434;"Koktajl z gruszką";"1. Wszystkie składniki zblenduj."
435;"Stek wołowy";"1. Mięso umyj, osusz i oprósz pieprzem.
2. Wrzuć mięso na patelnię i posmaruj masłem roztartym z rozmarynem.
3. Smaż z każdej strony przez około 2-3 minuty lub nieco dłużej, jeśli ma być lepiej wysmażony.
4. Dopraw solą."
436;"Surówka colesław";"1. Kapustę pokrój w paski.
2. Marchew obierz i zetrzyj na tarce.
3. Pora posiekaj w plastry i posyp solą.
4. Wszystkie składniki wymieszaj z jogurtem.
5. Przypraw solą."
437;"Sałatka grecka";"1. Cebulę i oliwki pokrój w plastry, a ogórka, pomidora i fetę w drobną kostkę.
2. Wymieszaj wszystkie składniki, oprósz ziołami i skrop oliwą."
438;"Burgery z indyka";"1. Mięso zmiel maszynką.
2. Dodaj jajo, paprykę pokrojoną w drobną kostkę, posiekany szczypiorek, startego ogórka i wymieszaj.
3. Uformuj burgery i piecz w piekarniku pod przykryciem w 180°C przez około 30 minut."
439;"Sałatka warzywna";"1. Cebulę i oliwki pokrój w plastry, a ogórka i pomidora w drobną kostkę.
2. Wymieszaj wszystkie składniki, oprósz ziołami skrop oliwą."
440;"Omlet jaglano-kokosowy";"1. Rozpuść tłuszcz na patelni.
2. Pozostałe składniki zblenduj.
3. Wlej masę i przykryj pokrywką.
4. Gdy masa się zetnie, omlet przerzuć na drugą stronę.
5. Omlet złóż na pół i wyłóż na talerz."
441;"Koktajl ""zielona moc""";"1. Wszystkie składniki zblenduj z dodatkiem wody."
442;"Halibut na parze w imbirze z groszkowym puree";"1. Do rondelka wsyp groszek, sól i pieprz.
2. Wlej wodę i gotuj kilka minut. 
3. Kiedy groszek jest już miękki, dodaj miętę i zblenduj. 
4. Rybę natrzyj solą, pieprzem, chilli, startym imbirem i rozmarynem. 
5. Ugotuj rybę na parze 5-8 minut z pokrojonym selerem naciowym i szpinakiem.
6. Gotowego halibuta podawaj na puree z groszku z dodatkiem kaszy."
443;"Zielone gazpacho";"1. Warzywa i awokado umyj i pokrój na małe kawałki. 
2. Wszystko zblenduj z dodatkiem mleczka kokosowego i przypraw.
3. Na talerzu posyp wiórkami kokosowymi i ozdób kilkoma listkami mięty."
444;"Sałatka ze słonecznikiem";"1. Kaszę ugotuj według przepisu na opakowaniu. 
2. Pozostałe składniki pokrój i wymieszaj z kaszą i słonecznikiem."
445;"Placuszki kokosowe z bananem";"1. Olej rozgrzej na patelni.
2. Pozostałe składniki zblenduj.
3. Nakładaj masę łyżką na patelnię i formuj placuszki, smaż z obu stron."
446;"Carpaccio z buraków";"1. Buraki zetrzyj na tarce o drobnych oczkach.
2. Przygotuj dressing: wymieszaj oliwę, ocet, miód, sól, pieprz, posiekaną pietruszkę i zmiażdżony czosnek.
3. Buraki polej dressingiem."
447;"Stek wołowy";"1. Mięso umyj, osusz i oprósz pieprzem.
2. Nasmaruj mięso masłem ze zmiażdżonym czosnkiem i posiekanym rozmarynem.
3. Smaż na patelni z każdej strony przez około 2-3 minuty.
4. Dopraw solą."
448;"Frytki z batatów";"1. Batata umyj, obierz i pokrój w paski na frytki.
2. Przypraw bataty.
3. Piecz w piekarniku w 200°C przez około 30 minut."
449;"Woda z miętą i ogórkiem";"1. Ogórek umyj i pokrój w plastry.
2. Do dzbanka wlej wodę mineralną, wrzuć plastry ogórka i mięty.
3. Możesz dodać kostki lodu."
450;"Sałatka z komosą ryżową";"1. Bób ugotuj i obierz.
2. Komosę ryżową ugotuj według przepisu na opakowaniu.
3. Pozostałe składniki pokrój i wymieszaj wszystko z oliwą."
451;"Jajecznica z pieczarkami";"1. Na patelni rozgrzej tłuszcz.
2. Dodaj pokrojoną w kostkę cebulę i podsmaż ją przez minutę.
3. Wrzuć starte na grubych oczkach pieczarki i wymieszaj.
4. Całość smaż aż odparuje woda.
5. Wbij jajka i delikatnie wymieszaj.
6. Dodaj sól, pieprz."
452;"Koktajl z buraka i malin";"1. Buraka i banana obierz i pokrój.
2. Zblenduj wszystkie składniki z dodatkiem soku, wody i kilkoma kostkami lodu."
453;"Roladki drobiowe z suszonymi pomidorami i ryżem";"1. Mięso rozbij i przypraw.
2. Faszeruj pomidorami suszonymi, bazylią i zwijaj w roladki.
3. Piecz w piekarniku rozgrzanym do 190°C przez około 25 minut.
4. Podaj z ryżem z brokułami."
454;"Ryż z brokułami";"1. Ryż ugotuj według przepisu na opakowaniu.
2. Brokuł podziel na różyczki.
3. Wymieszaj ryż z brokułami, oliwą i kurkumą."
455;"Fritata z warzywami";"1. Jaja rozbij i roztrzep.
2. Dodaj przyprawy, warzywa i ser mozzarella starty na tarce.
3. Olej rozgrzej na patelni i wylej masę jajeczną.
4. Smaż z dwóch stron pod przykryciem."
456;"Kisiel z siemienia lnianego";"1. Do rondelka wsyp siemię lniane, zalej wodą i gotuj ok. 15 minut na małym ogniu. 
2. Odcedź ziarna, pozostaw płyn i dodaj sok z żurawiny oraz ksylitol.
3. Wszystko wymieszaj."
457;"Gołąbki z ryżem";"1. Liście kapusty podgotuj.
2. Ryż ugotuj według przepisu na opakowaniu. 
3. Mięso zmiel w maszynce z cebulą i przypraw, wymieszaj z ryżem. 
4. Z masy formuj kotlety i zawijaj w kapustę. 
5. Gołąbki zalej zblendowanymi pomidorami i gotuj przez około 45-60 minut."
458;"Krwiste gazpacho";"1. Wszystkie składniki zblenduj."
459;"Sałatka z pieczonym batatem";"1. Komosę ugotuj według przepisu na opakowaniu.
2. Bataty pokrój w kostkę i piecz w piekarniku. 
3. Masło, syrop i wodę wymieszaj. 
4. Wszystkie składniki pokrój i wymieszaj, skrop sosem i posyp sezamem."
460;"Owsianka z chia i granatem";"1. Owsiankę przyozdób granatem."
461;"Grzanki z pomidorem";"1. Kromkę piecz w piekarniku lub grilluj.
2. Nałóż pomidora i posyp ziołami."
462;"Dorsz pieczony z batatami i burakami";"1. Dorsza przypraw solą, pieprzem i tymiankiem. 
2. Warzywa obierz i pokrój w plastry, obłóż masłem i posyp papryką.
3. Wszystko razem piecz w piekarniku pod przykryciem przez około 30-40 minut."
463;"Pizza z quinoa";"1. Komosę ugotuj według przepisu na opakowaniu i ostudź.
2. Ser zetrzyj na tarce. 
3. Następnie wymieszaj kaszę z pozostałymi składnikami, oprócz szynki i rukoli.
4. Blaszkę wyłóż papierem, rozsmaruj cienko masę i uformuj ciasto na kształt pizzy. 
5. Posmaruj pizzę sosem pomidorowym ze zblendowanych pomidorów. 
6. Piecz w piekarniku przez około 10 minut do mocnego zrumienienia.
7. Podawaj z szynką i rukolą."
464;"Jaglanka z owocami";"1. Płatki ugotuj na mleku, w razie potrzeby dodaj wodę. 
2. Podawaj z owocami i płatkami migdałowymi."
465;"Zielony koktajl";"1. Zblenduj podane składniki z dodatkiem wody."
466;"Kurczak grillowany";"1. Przypraw kurczaka i grilluj."
467;"Ziemniaki gotowane";"1. Ugotuj ziemniaki w wodzie z dodatkiem soli."
468;"Sałatka z oliwkami";"1. Wszystkie składniki pokrój i wymieszaj."
469;"Kanapka z szynką i warzywami";"1. Posmaruj chleb masłem i nałóż dodatki."
470;"Łosoś grillowany z cukinią";"1. Cukinię pokrój w plastry.
2. Przypraw łososia.
3. Wszystkie składniki grilluj."
471;"Płatki jęczmienne z masłem orzechowym i bananem";"1. Płatki ugotuj na mleku.
2. Ugotowane płatki wymieszaj z miodem i masłem orzechowym.
3. Przełóż do miseczki, na wierzchu połóż plasterki banana."
472;"Zielone smoothie";"1. Składniki zblenduj z dodatkiem wody."
473;"Wieprzowina po chińsku z ryżem";"1. Ryż ugotuj według przepisu na opakowaniu.
2. Cebulę i imbir drobno posiekaj lub zetrzyj na tarce, czosnek przeciśnij przez praskę.
3. Wymieszaj w misce z sosem sojowym, ksylitolem i cynamonem.
4. Dodaj pokrojone w kawałki mięso, wymieszaj i włóż na 20 minut do lodówki.
5. W tym czasie pokrój paprykę w paski i marchewkę w cienkie plasterki.
6. Rozgrzej tłuszcz na patelni, dodaj mięso wraz z marynatą i podsmaż 2 minuty.
7. Dodaj warzywa i smaż bez pokrywki przez ok. 3-5 min. 
8. Przykryj i duś całość jeszcze ok. 10 -15 minut.
9. Wymieszaj z ugotowanym ryżem."
474;"Kanapki";"1. Nałóż na pieczywo przygotowaną pastę."
475;"Guacamole";"1. Zblenduj miąższ z awokado z pozostałymi składnikami na gładką pastę."
476;"Mus z kaszy jaglanej z granatem";"1. Kaszę ugotuj według przepisu na opakowaniu.
2. Ugotowaną kaszę zblenduj z pestkami granatu i miodem."
477;"Filet pieczony z warzywami";"1. Pokrój marchew, paprykę, buraki, cebulę i czosnek w plastry.
2. Włóż mięso i przygotowane warzywa do naczynia żaroodpornego.
3. Całość oprósz przyprawami i dodaj olej kokosowy.
4. Piecz pod przykryciem około 30 minut w 180-190°C, pod koniec pieczenia możesz zdjąć pokrywkę by woda odparowała i mięso się zarumieniło."
478;"Woda z cytryną i imbirem";"1. Skórkę cytryny dobrze wyszoruj lub cytrynę obierz ze skórki.
2. Pokrój cytrynę i imbir w plastry.
3. Wlej wodę mineralną i dodaj plastry cytryny, imbir oraz pieprz cayenne.
4. Możesz dodać kostki lodu."
479;"Sałatka z mozzarellą";"1. Ser pokrój w plastry, pomidorki na połówki, cebulę w piórka i paprykę w kostkę.
2. Wymieszaj w misce wszystkie składniki z oliwą i oregano."
480;"Owsianka z malinami i masłem orzechowym";"1. Płatki ugotuj na mleku roślinnym. 
2. Wymieszaj z masłem orzechowym.
3. Dodaj pozostałe składniki."
481;"Kakaowy shake z daktylami";"1. Daktyle zalej wrzątkiem i odstaw na 15 minut. 
2. Zblenduj wszystkie składniki."
482;"Ryba w sosie pomidorowym z oliwkami";"1. Cebulę i czosnek drobno posiekaj. 
2. Na patelni rozgrzej tłuszcz i podsmaż cebulę z czosnkiem. 
3. Dodaj rybę, pomidory, pokrojone w plasterki oliwki, zioła i przyprawy. 
4. Duś pod przykryciem przez około 15-20 minut."
483;"Ryż jaśminowy";"1. Przed ugotowaniem przepłucz ryż 1-2 razy pod bieżącą zimną wodą.
2. Ryż ugotuj według przepisu na opakowaniu."
484;"Kanapka z masłem z nerkowców";"1. Pieczywo posmaruj masłem orzechowym."
485;"Sałatka z pieczonym burakiem i serem feta";"1. Buraka pokrój w plastry, skrop rozpuszczonym olejem i oprósz przyprawami. 
2. Piecz w 180°C przez około 30 minut.
3. Z octu, oliwy, miodu i soku z cytryny przygotuj dressing. 
4. Na szpinaku ułóż plastry buraka, polej dressingiem i posyp pokruszonym serem feta."
486;"Kokosowa jaglanka z malinami i ananasem";"1. Przed ugotowaniem przepłucz kaszę 1-2 razy pod bieżącą zimną wodą.
2. Kaszę ugotuj na mleku roślinnym według przepisu na opakowaniu. 
3. Ananasa pokrój w kostkę. 
4. Kaszę wymieszaj z owocami i wiórkami kokosowymi."
487;"Owsiany koktajl z malinami";"1. Zblenduj wszystkie składniki.
2. W razie potrzeby dodaj wodę."
488;"Kotlety wołowe";"1. Cebulę i czosnek drobno posiekaj. 
2. Na patelni rozgrzej tłuszcz i podsmaż cebulę z czosnkiem. 
3. Mięso wymieszaj z jajkiem, cebulą, czosnkiem i przyprawami. 
4. Uformuj burgery i piecz w 200°C przez około 25 minut."
